date	chapter	category	decision	promoted_to	status
2026-09-22	1365	FACT	Record interception across layers, Du Xuan's weakened Spirit, Buddhist light and Skyward's departure. Saint now stands on layer6; no completed Dao attainment. His detection question remains unconfirmed.	continuity.md and world-reference.md	active
2026-09-22	1365	STATE	Verified64-paragraph delivery. Owner changes14/62 body units,48 unchanged; two splits yield64 body paragraphs. Changes/neighbors reviewed locally using original full-review evidence. Next1366; owner-final1338; no push retry.	state.json and ledger.tsv	active
2026-09-22	1371	MACRO	Reject recoverable but strained prose. Use finite clauses for narrated acts and natural mental speech for plans. Strengthen the existing review, without extra passes or fixed synonym substitutions.	style-guide.md and qa-rules.md	active
2026-09-22	1371	LOCAL	Articles and local diction follow context. P40 is roman free indirect narration; P41 speaker split is a local owner approval, not permission to split prose generally. Comparison details remain in scratch.	decision-log.tsv	consolidated
2026-09-22	1371	FIDELITY	P44 must retain cheat-users, not anyone at this level. P67 is 100,000 li, about31,000 miles. The revised 100,000 miles needs an explicit adaptation ruling; neither meaning change is promoted.	decision-log.tsv	pending
2026-09-22	1371	FIDELITY	P31 propose seemed to settle and difficult to observe, retaining uncertainty and degree. P61 propose thundered through the Underworld; through the void adds an unsourced location.	decision-log.tsv	pending
2026-09-22	1371	MECHANICAL	P10 propose from a purely rational perspective and one period; P45 restore period. P46 use He concealed his aura and withdrew from the world, then report his principle; repair double spacing.	decision-log.tsv	pending
2026-09-22	1366-1371	FACT	Record ritual destruction, hidden intact book, erased Dragon fragment and karma. Saint stays layer6; monk falls layer1. Withdrawal and the Infinite Loop counter are distinct from successful suppression or advancement.	continuity.md and world-reference.md	active
2026-09-22	1371	STATE	Verified source/delivery1371; next1372, owner-final1338. Owner changes17/66 body units,49 unchanged; split41 yields67 paragraphs. Framing omitted. Review complete; proposals, old gaps and publication block remain.	state.json and ledger.tsv	active
2026-09-22	1377	MACRO	Inferred preferences: concrete causation, explicit agents, finite actions, clear chronology and coherent images. Italics follow function: voiced wishes italic; analytical or topical bridges may remain roman.	style-guide.md	active
2026-09-22	1377	FIDELITY	化神手笔 means work of a Divine Transformation cultivator here; retain 必然 emphasis and eventual sequence. The stray backslash before an ellipsis is paste cleanup, not a ruling.	decision-log.tsv	active
2026-09-22	1372-1377	FACT	Record the public Order, Lian Tiandou's restoration, Ancient Era karmic access, the Saint's severed Fear, the nested mind model, the foreign-object theory and the observed Jun seal without promoting hypotheses to facts.	continuity.md and world-reference.md	active
2026-09-22	1372-1377	STATE	Verified source and delivery through1377; next1378, owner-final remains1338. Chapter1377 owner revision changes14/73 body paragraphs with title/end omitted; no whole-chapter approval inferred.	state.json and ledger.tsv	active
2026-09-22	1377	PIPELINE	Consolidated prose rules; archived unchanged Chapters1366-1370. Refreshed stale positions and resolved book-record questions. Historical rulings remain searchable in canonical GitHub, the durable authority above chat memory.	style-guide.md, continuity.md and continuity-archive.md	consolidated
2026-09-23	1385	MACRO	Inferred lessons: ordinary action verbs, explicit actors/referents, clear causal links and natural information order. Keep continuous action together; classify thought spans by voice, including logical lead-ins. Existing style rules cover these.	style-guide.md and decision-log.tsv	active
2026-09-23	1385	LOCAL	Sever! and its P27 split apply locally; remove break15. P54 is roman free indirect narration; P63 includes its lead-in in direct thought. No global synonym or prose-split rule follows.	decision-log.tsv	active
2026-09-23	1378/1380/1382	TERM	Persist live approvals: 引路人 Guide/Guides, 转轮池 Wheel-Turning Pool, 相见两忘 Meet and Forget. Ordinary guides remain lowercase; technique limits recorded separately.	terminology.tsv and world-reference.md	active
2026-09-23	1378-1386	FACT	Record Jun's access rules, attributed Guide theory, remote observation, living Guardians and stalled rescue. Saint/Sword Sovereign on layer5; no current rescue or Lü Yang eighth-realm entry. Full qualifications remain in references.	continuity.md and world-reference.md	active
2026-09-23	1385	STATE	Owner changes6/64 body units,58 unchanged; split27 plus display38 yield66 body paragraphs. Framing retained; changed spans/neighbors reviewed. Source/delivery1386, next1387; owner-final1338.	state.json and ledger.tsv	active
2026-09-23	1371-1386	PIPELINE	Archived unchanged Chapters1371-1377; refreshed live positions and superseded the Guardian death claim. No duplicate prose rules added. Publish accumulated maintenance after the crossed1379 batch boundary; chapter text remains chat-only.	continuity-archive.md, continuity.md and terminology.tsv	consolidated
2026-09-23	1393-1394	TERM	Persist approved Dao Register, Dao Venerable, False Immortal, Immortal Recorder, Calendar of Balance, Heaven Beyond the Heavens and Seeking Truth. Keep artifacts/realms distinct from italic works.	terminology.tsv, phrase-memory.tsv and title reference	active
2026-09-23	1393-1397	TERM	Retain Fate for the ten-Dao maxim and Fate cultivation/cultivator, with Dao Ancestor of Fate. Explicitly replace Befriending Benefactors with Befriending the Noble. The ten-path order is attainment chronology, not power.	terminology.tsv and phrase-memory.tsv	active
2026-09-23	1395	TERM	Use Nine Primordial Essences and Theory of the Five Innate Supremes. Three Qi: Beginning, Origin, Mystery. Supreme Source, Supreme Origin and Supreme Change are distinct; Tai Yitian stays a name.	terminology.tsv and consolidation-history.md	active
2026-09-23	1396-1398	LOCAL	Owner corrects Ch.1396 title to I Almost Died for Real! Ch.1398 寻仙 is the established Immortal Recorder; no new character. Restore fixed sliver of hope in the saved Ch.1395 draft, without changing the approved idiom rule.	ledger.tsv and decision-log.tsv	active
2026-09-23	1397-1398	TERM	Persist Divine Land and Vast Sea as separate regions; render 均平大道 as equal access to the Great Dao, not a newly named Dao. Ancient Past and Ancient Era remain distinct.	terminology.tsv and phrase-memory.tsv	active
2026-09-23	1399	MECHANICAL	Owner explicitly authorizes apparent-error repairs: four named traditions, not source five; 与内/与外 read as 于内/于外 and 接练 as 接连. No fifth method invented.	ledger.tsv and continuity.md	active
2026-09-23	1387-1399	FACT	Record concealed entry, Dao Tianqi Infinite Loop, absolute-reality memory realm, Recorder/Guardian identity, historical rescue and four traditions. Keep Supreme Source manipulation and restart-memory theories attributed; second transformation not yet achieved.	continuity.md, world-reference.md and entities.tsv	active
2026-09-23	1387-1399	STATE	Source/delivery1399; next1400; owner-final1338. Ch.1398 received its mechanical check only during maintenance, not before delivery. Preserve legacy evidence gaps.	state.json and ledger.tsv	active
2026-09-23	1399	PIPELINE	Explicit owner request: sync canonical GitHub and corresponding source references in place. Archive prior active details; retain valid historical rules and proposals without promoting them. No chapter prose or provisional handoff committed.	project-source-registry.md and continuity-archive.md	active
2026-09-23	1400	TERM	Owner twice uses first Trial Guardian for 最初守关者; same individual as older founding Trial Guardian / Immortal Recorder. Other title articles and lowercase fear in this chapter are contextual prose, not universal renamings.	terminology.tsv and entities.tsv	active
2026-09-23	1400	MACRO	Owner changes29/68 body units. Inferred preference: clear referents and paired goals, concrete cause and result, coherent imagery and varied pacing. Existing style rules updated; local synonyms are not fixed.	style-guide.md	active
2026-09-23	1400	LOCAL	Body-only paste omits title/end. P2 no long -> not long; P20 quickly is absent from Chinese; P25 willingly merge loses the approved sweetness image. Proposals only. P55 roman guardian is a topical bridge, not a general thought rule.	decision-log.tsv and phrase-memory.tsv	active
2026-09-23	1400	FACT	Book occupant shaped Saint's detachment, recalls a previous life and must stay inside to survive restart. He directs the Saint toward surviving Guardians and Lü Yang's bait. His identity remains unproved.	continuity.md and world-reference.md	active
2026-09-23	1400	STATE	Source/delivery1400, next1401, owner-final1338. Owner changes29/68 body units. Ordinary variable is a lexical checker false positive. Revision recorded without whole-chapter final approval; prose stays in chat.	state.json and ledger.tsv	active
2026-09-23	1401	TERM	Approved Dao Register titles: Knowing Heaven's Mandate, Great Luck Comes, Tassel Immortal, Supreme Name, Selfless Appearance. The second and third replace delivered provisional choices. No distinct personal-name/title pairs are established.	terminology.tsv and ledger.tsv	active
2026-09-23	1401	FACT	First Trial Guardian detects the past scene, refusing cooperation. A Dao Register copy ends with Profound Virtue. The book occupant calls the original a failed attempt and suspects Jun changed history; his inference is unproved.	continuity.md and world-reference.md	active
2026-09-23	1401	STATE	Source/delivery1401, next1402, owner-final1338. Body-only owner revision checked; six contextual lexical findings adjudicated. No whole-chapter final approval inferred; prose stays in chat.	state.json and ledger.tsv	active
2026-09-23	1401	MACRO	Owner prefers the full Primordial Saint title or clear pronouns; do not use 'the Saint' as a shorthand. Repeat the title where nearby male referents make he ambiguous. Apply within existing referent clarity rule.	style-guide.md and terminology.tsv	active
2026-09-23	1401	LOCAL	Owner revises diction, urgency and pacing. P21 positive emotions stay in the eyes; P50 do not imply separate name/title pairs; P57 retain 奇宝; P75 restore question mark; P77 retain authentic-feeling memory; P81 omit unsourced 'than ever.'	decision-log.tsv and ledger.tsv	active
2026-09-23	1401	PIPELINE	Owner requests one commit per ten delivered chapters. Keep reviewed changes uncommitted through Ch.1409; commit and push after Ch.1410. The earlier Ch.1401 local commit was reset before remote publication.	workflow.md and editing-spec.md	superseded
2026-09-23	1402	TERM	Owner repeatedly uses the Immortal Recorder in narration and the Heaven Beyond the Heavens in narration and dialogue. Keep both established base names; use those definite articles in matching contexts.	terminology.tsv	active
2026-09-23	1402	FACT	Source check 2026-09-24: the Primordial Saint erases Dao Tianqi at the Underworld gate; Dao Tianqi revives at once through the Infinite Loop. The World-Honored One is not killed; his scare is his own avatar struck in the causality vision.	continuity.md and world-reference.md	active
2026-09-23	1402	FACT	Lü Yang suspects the Supreme Source Immortal in the book. After 129,600 years, he has reserves for a second nature transformation, not yet begun.	continuity.md and world-reference.md	active
2026-09-23	1402	STATE	Source/delivery1402; next1403. Second owner body-only revision changes diction, contractions, imagery, pacing and classification A Variable. Retain title/end and two scene breaks; no whole-chapter final approval inferred.	state.json and ledger.tsv	active
2026-09-23	1402	MACRO	Use natural contractions in contemporary narration and thoughts as well as dialogue. The rule existed in style and QA; make its review application explicit. Retain expanded forms for emphasis and never use contractions ending in 'd.	qa-rules.md	active
2026-09-23	1402	LOCAL	A Variable classifies Dao Tianqi; an Infinite Loop presents a second instance. Owner favors active, concrete imagery and less repeated explanatory framing. Contextual word choices do not replace fixed terms or source details.	terminology.tsv and decision-log.tsv	active
2026-09-23	1402	FIDELITY	Owner Ch.1402 contains shorthand the Saint, loses light/shadow and the time-space rings, changes from the void to within it and softens source certainty/emphasis. Flag these for located source-based repair, not future rules.	decision-log.tsv	pending
2026-09-23	1402	MECHANICAL	Owner Ch.1402 has neither increasing or decreasing, eyes.Behind, and sufficient.''. Correct neither...nor, missing space and stray quote. Body-only revision does not remove chapter title/end or scene separators.	decision-log.tsv	active
2026-09-24	1405-1408	TERM	Niwan Palace and Emptiness approved before Ch.1405. Infinite Method approved via owner's Continue. Owner Ch.1408 twice retains Infinity for Lü Yang's transformed nature and picks Dao Fruit in 持定道果; Fruition Attainment elsewhere.	terminology.tsv	active
2026-09-24	1403-1408	FACT	World-Honored One keeps Karma and takes the Underworld position after False History returns; Dao Tianqi yields it, keeping Loop immortality. Ancestral Dragon's Nurturing Life reserve disrupts the Primordial Saint's Five Elements seal.	continuity.md and world-reference.md	active
2026-09-24	1403-1408	FACT	Lü Yang transforms the Infinite Loop into the Infinite Method; Si Sui attempts false Transcendence from layer five while an unidentified cultivator's Tribulation Dao rises.	continuity.md and world-reference.md	active
2026-09-24	1408	LOCAL	Body-only revision: 44 of 76 paragraphs changed, units kept, title/ending from draft. Local: clashing forces and reactions, spatial imagery, verb agency, varied lengths, short reveal beats, whole images. Rules exist; no synonym swaps.	decision-log.tsv and ledger.tsv	active
2026-09-24	1408	MECHANICAL	Slips: stayed for away, eyes...It carried, missing period, roots sunk...radiating. P3 adds forever; P45 makes proof ongoing; P50 could to would; P75 drops branches. Fix only with located source; not preferences; no unqualified checker pass.	decision-log.tsv and ledger.tsv	active
2026-09-24	1407	MACRO	Owner rejects clipping an established full epithet (the Ancestral Dragon to the Dragon) when the Chinese names that character. Keep the full epithet or a clear pronoun; expand an ambiguous pronoun. Supplements the Primordial Saint rule.	style-guide.md	active
2026-09-24	1409-1411	FACT	Soaring Firmament reaches layer three without a Primordial Spirit; Si Sui completes false Transcendence. Lü Yang refines the Dao Heart. Seven fragments open the realm; the sealed Ancestral Dragon is still needed. Bargain unresolved.	continuity.md and world-reference.md	active
2026-09-24	1409-1411	STATE	Sources and full chat deliveries for1409-1411 verified; mechanical checks passed. No owner-final approval. State advances to delivered1411 and next1412. Chapter prose stays outside Git; owner requests this overdue batch push.	state.json and ledger.tsv	active
2026-09-24	all	PIPELINE	Two-stage rewrite: Stage 1 translates (meaning, terms, continuity, bilingual check); Stage 2 edits and formats. New maintenance.md and craft-examples.md join the manifest; chat-fast-path.md and file-backed-workflow.md retire.	workflow.md, translation-spec.md, editing-spec.md, maintenance.md, craft-examples.md and state.json	active
2026-09-24	all	MACRO	D1: when the Chinese carries cause, contrast or sequence by juxtaposition, zero subject or aspect, and the relation is unambiguous, English states it (so, because, but, then, the actor). A merely inferred relation is flagged at delivery.	style-guide.md and translation-spec.md	active
2026-09-24	all	MACRO	D2: Stage 2 may rebuild whole sentences for agency, causal order and rhythm inside fixed limits. Equivalent wording is no defect only for one-word synonym swaps; Stage 1 re-verifies any span whose meaning could have moved.	editing-spec.md and workflow.md	active
2026-09-24	all	MACRO	D3/D4: meaning, terms and continuity are fixed limits; inside them aim for natural, vivid English, never source sentence shape. Clauses may reorder, sentences split or join; paragraph boundaries, reveal order and one-line beats stay.	style-guide.md and editing-spec.md	active
2026-09-24	all	MACRO	D5: rebuild only for a named reason: buried agent, effect before cause, demoted climax, rotated refrain, added hedge, thought turned to report, lost connector, monotone run. No blanket smoothing.	editing-spec.md	active
2026-09-24	all	TERM	D6: 天赋 is talent in prose; Talent only inside approved system displays (tier + Talent, Unique Talent, the Talents: field). Glossary target talent|Talent so the checker passes approved panels. 光铸 target narrowed to forged from light.	terminology.tsv and style-guide.md	active
2026-09-24	all	TERM	D7/D8/D12: 掌中天 Heaven in a Palm is current (Heaven Within a Palm historical); 大乘正觉根本经 takes Scripture (Sutra rows historical); 封神法 God-Sealing Method is roman, a method not a work.	terminology.tsv and Reference_Italicized_Titles.md	active
2026-09-24	all	TERM	D13: 一线生机 sliver of hope and 删除 Delete (with delete, deleted, deleting, deletion) move from phrase memory to hard terms so the checker enforces them; 删除 now matches 修改 Modify.	terminology.tsv and phrase-memory.tsv	active
2026-09-24	all	PHRASE	D9: Reference_Idioms.md governs idiom wording. Phrase memory for 黔驴技穷, 四两拨千斤, 镜花水月, 打蛇打七寸, 神龙见首不见尾 and 一叶障目 follows the approved sheet; Ch.1291 donkey form is a dated local exception, the Ch.1295 snake form historical.	phrase-memory.tsv	active
2026-09-24	all	PIPELINE	D10: one commit and push after every chapter ending in 0 (1410, 1420, ...), or earlier on explicit owner request. Owner feedback is applied at once and kept local until then. Supersedes the 1340-1349 batch rule and the Ch.1401 row.	maintenance.md	active
2026-09-24	1411	STATE	D11: pending rows for chapters up to 1338 are superseded by the 2026-09-16 approved manuscript, text kept; 四等 (Ch.1308) and 补天道 (Ch.1239) stay pending. Sliver of survival rows yield to the sliver of hope ruling.	decision-log.tsv	active
2026-09-24	1411	FACT	D14 source check: 1401 the first Trial Guardian reads the Register copy; 1402 the Primordial Saint erases Dao Tianqi, not the World-Honored One; 1405 the Ancestral Dragon disrupts the Five Elements seal; 1409-1411 use Soaring Firmament.	continuity.md, terminology.tsv and decision-log.tsv	active
2026-09-24	all	PIPELINE	D15: instructions are platform-neutral and the paste text targets a Claude Project. The local Xianxia folder's CLAUDE.md and AGENTS.md point to this repository after a backup; design-b/ there is retired history.	PROJECT_INSTRUCTIONS.md	active
2026-09-24	all	PIPELINE	Owner: near the novel's end, chapter-scoped rules leave the per-chapter path. Standing ruling 8 is now full epithets are never clipped; the pre-Ch.1129 pronoun ruling and other narrow items stay in data files or the known-errors appendix.	PROJECT_INSTRUCTIONS.md, style-guide.md and known-errors.md	active
2026-09-25	1411	PHRASE	Owner revision: 来时路 the path behind them; 祖师爷 Ancestor (Soaring Firmament to the Primordial Saint); 师兄弟 fellow disciples; 一道元神 a strand of Primordial Spirit; 基石/之基 foundation for the Ancestral Dragon.	phrase-memory.tsv, style-guide.md, craft-examples.md, continuity.md and world-reference.md	active
2026-09-25	1411	MACRO	Owner revision prefers the stock English idiom over a literal gloss of a set phrase (poured out; beyond measure or understanding; When she looked back, she saw; doing whatever it takes). Amended style guide section 12 in place.	style-guide.md	active
2026-09-25	1411	STATE	Owner-edited Ch.1411 compared in chat; not owner-final. Revision slips reported, not promoted. Twelve spans restore pre-rewrite wording that craft examples call stiff; ruling requested before those rules change.	ledger.tsv	active
2026-09-25	1411	REVIEW	Owner: slips in owner edits are mechanical, not preferences; source-reading divergences in owner edits are accepted and need no located alternative. Reverted-repair question open; interim default keeps connector rules.	decision-log.tsv	active
2026-09-25	1412	STATE	Source and full chat delivery: 77/77 paragraphs, no breaks or splits; checker exceptions adjudicated (title case, 混沌 haze sense, ordinary 修改). Absolute Reality provisional. Not owner-final.	ledger.tsv and state.json	active
2026-09-25	1412	TERM	Owner: 混沌 stays Primordial Chaos for the Dragon's consciousness haze; completed 超脱 at a layer is attained Transcendence. 【绝对真实】 appears as Absolute Truth (P62) and Absolute Reality (P64); pending owner choice.	terminology.tsv	active
2026-09-25	1412	PHRASE	Owner: second transformation of his nature; circumstances were stronger than he was; Father/mother proverb; heaven round, earth square; disciples and grand-disciples.	phrase-memory.tsv and continuity.md	active
2026-09-25	1412	MACRO	Owner italicizes a viewpoint character's unmarked rhetorical questions and rants as present-tense direct thought, and breaks the scene at a 与此同时…另一处 cut.	style-guide.md and translation-spec.md	active
2026-09-25	1412	TERM	Owner: 【绝对真实】 is Absolute Truth; supersedes the provisional Absolute Reality.	terminology.tsv and world-reference.md	active
2026-09-25	1413	STATE	Source and full chat delivery: 78 source/79 target paragraphs (split 13:2), breaks before 20 and 51; four checker substring exceptions. Purple Firmament Palace and Jun's honorific name provisional.	ledger.tsv and state.json	active
2026-09-25	1413	TERM	Owner: Dao Venerable Who Equalizes All Dharmas (万法均平道尊); Purple Firmament Palace and the invocation kept.	terminology.tsv and phrase-memory.tsv	active
2026-09-25	1413	PHRASE	Owner: opportunity for Divine Transformation; Divine Transformation cultivator presiding; one mind and one body; majestic; dome; cultivation technique; spiritual qi; mere tools.	phrase-memory.tsv	active
2026-09-25	1413	MACRO	Owner: italic thought for quoted thinking; break before a 片刻过后 time skip; converted distances in digits; doubled sounds repeated; closing (本章完) marker omitted.	style-guide.md, translation-spec.md, workflow.md and Reference_Formatting_Rules.md	active
2026-09-25	1414	STATE	Source and full chat delivery: 80/80 paragraphs, break before 68, end marker omitted; three checker substring exceptions. Luck cultivation, Ring of Infinity and Doctrines of Names and Appearances provisional.	ledger.tsv and state.json	active
2026-09-25	1414	TERM	Owner kept Luck cultivation (Dao Ancestor of Luck), Ring of Infinity and the Doctrines of Names and Appearances.	terminology.tsv	active
2026-09-25	1414	PHRASE	Owner: sacred incantation; let alone their true bodies; ten thousand fathoms of red dust; mighty city; each rely on our own abilities; worry about.	phrase-memory.tsv	active
2026-09-25	1414	MACRO	Owner keeps participle tails for secondary results (deepening his sense; emotion rising in their eyes); round converted distances take some. P39-P40 merge is local.	editing-spec.md and style-guide.md	active
2026-09-25	1415	STATE	Source and full chat delivery: 77/77 paragraphs, no breaks, checker clean. Returning Fate (归命) and Seed of the Great Dao provisional.	ledger.tsv and state.json	active
2026-09-25	1415	TERM	Owner kept Returning Fate (归命) and Seed of the Great Dao; resource 玄妙 is plural Mysteries.	terminology.tsv	active
2026-09-25	1415	PHRASE	Owner: Battle for Divine Transformation (title); world of remembrance; hostile 家伙 as bastard; Not good!; went along with it; put himself in their shoes.	phrase-memory.tsv	active
2026-09-25	1416	STATE	Source and full chat delivery: 72/72 paragraphs, break before 42; three checker exceptions (verbal 现世, ordinary 性命). Founder of the Doctrine of Names/Appearances and Immortal name provisional.	ledger.tsv and state.json	active
2026-09-25	1417	STATE	Source and full chat delivery: 74/74 paragraphs, break before 36; three checker exceptions (adverbial 一心, 成道祖, 命修道祖). Piggyback Transcendence and jump ship provisional.	ledger.tsv and state.json	active
2026-09-25	1417	PHRASE	Owner: transformation of nature; piggybacking on another's Transcendence; jump ship; sanctimonious break; land-and-people maxim; names and appearances; first Dao Ancestor of Fate; secret art; Dao Struggle.	phrase-memory.tsv	active
2026-09-25	1417	MACRO	Owner flow patterns promoted to style guide section 5; six reversed Ch.1411 seed exemplars replaced by owner Ch.1417 triples; participle, If-contrast and anaphora examples reconciled; closes the Ch.1411 question.	style-guide.md and craft-examples.md	active
2026-09-25	1418	STATE	Source and full chat delivery: 78/78 paragraphs, breaks before 57 and 70, checker clean. True Spirit, standing (气象) and eight directions and six realms provisional.	ledger.tsv and state.json	active
2026-09-26	1418	STRUCTURE	Owner: bare one-line lead-ins join the next paragraph; place-setting fragments stay separate. Checker gains --merge-into-next with a test. Closes the Ch.1415 merge question.	translation-spec.md, workflow.md and chat_check.py	active
2026-09-26	1418	MACRO	Owner: unmarked exclamatory comments without first person stay roman narration; singular they for unidentified persons; attributive 玄妙威能 is profound might.	style-guide.md and terminology.tsv	active
2026-09-26	1418	PHRASE	Owner: make it through / actually works; The achievement need not be mine; momentum; idiot; Divine Transformation transcender; I've made up my mind; somewhere in the unseen. True Spirit and the eight directions and six realms kept.	phrase-memory.tsv	active
2026-09-26	1419	STATE	Source and full chat delivery: 74 source/72 target paragraphs (lead-in merges 12, 20), break before 69; verbal 现世 exception. Life-Seeker Shan and Immortal-Nurturing Land provisional.	ledger.tsv and state.json	active
2026-09-26	1419	TERM	Owner: 单求活 is Dan Qiuhuo (pinyin); Immortal-Nurturing Land kept.	terminology.tsv	active
2026-09-26	1419	PHRASE	Owner: Three Powers of Heaven, Earth, and Man; theft proverb kept; Son of a bitch!; proven the Dao and become a Dao Lord; dormant; command.	phrase-memory.tsv	active
2026-09-26	all	MACRO	Owner-requested rule review: style guide rebuilt on a priority order (meaning, clarity, natural English, source shape); checks realigned; exemplars all owner triples; owner revisions are direction, not a ceiling.	style-guide.md, editing-spec.md, craft-examples.md, maintenance.md	active
2026-09-26	all	MACRO	Owner: English translations of Chinese idioms are allowed when they read naturally and the meaning is clear; otherwise a stock English idiom. The owner corrects any that do not land. Prose quality is a priority.	style-guide.md section 9	active
2026-09-26	all	MACRO	Professional craft study of 24 sampled chapters (seven novels) added to the style guide as principles; owner rulings win conflicts. Sources in consolidation-history.md.	style-guide.md and editing-spec.md	active
2026-09-26	1420	STATE	Source and full chat delivery: 75/75 paragraphs, break before 68; two checker exceptions (ordinary 性命, adverbial 一心). Bu Changming provisional; first chapter drafted under the rebuilt rules.	ledger.tsv and state.json	active
2026-09-26	all	MACRO	Owner rated Ch.1420 6/10. Style guide rebuilt from an editor critique and an 11-chapter rhythm study (architecture, rhythm, tense and person, fragments, agency, register); checker gains prose tells.	style-guide.md, editing-spec.md, chat_check.py	active
2026-09-26	1420	STATE	Ch.1420 redone and redelivered under the rebuilt rules: 75 source/74 target paragraphs, lead-in merge 4, break before 68; editor score 8/10 before final fixes. Elder Tassel Immortal provisional.	ledger.tsv	active
2026-09-26	1420	STATE	Ch.1420 polished for the owner's 9 to 9.5 target: editor scored the prior pass 8.7; fixes applied (hedges, degree, logic, order, genre phrasing). Four phrase renderings added.	ledger.tsv and phrase-memory.tsv	active
